route,route_type,route_id,dir_label,n_stops,frequency,is_loop,first,last,role,direction_group,base_route_id,confidence,source,verified,verifier_agree,added_or_removed,evidence
827,General,BR_TAGO_USB192108275,골드클래스 방면,34,4,False,태화강역,골드클래스,main,A:골드클래스 방면 (outbound),,high,agent,True,True,n/a — canonical one-way outbound pattern,"34 stops, f4, 태화강역→골드클래스 (outbound). reverse_pair=true with 274 (jaccard 0.692), seams both ways with 274 at 골드클래스 and 태화강역 turnarounds. Outbound corridor uses downtown couplet 성남동/옥성초등학교앞/학성배수장/풍적맨션 + 태화시장.우정시장/우정선경아파트. Identical to outbound half of loop 273. Sole pattern for the 골드클래스-bound direction → main of group A."
827,General,BR_TAGO_USB192108274,태화강역 방면,33,4,False,골드클래스,태화강역(종점),main,B:태화강역 방면 (inbound),,high,agent,True,True,n/a — canonical one-way inbound pattern,"33 stops, f4, 골드클래스→태화강역 (inbound). reverse_pair=true with 275; differs from 275 only in the downtown one-way couplet (inbound 성남프라자/옥교동/구역전시장앞/학성새벽시장.세민병원/우정시장 vs outbound 성남동/옥성초등학교앞/학성배수장/풍적맨션/태화시장.우정시장), normal for opposite directions on one corridor. Identical to inbound half of loop 273 (seam_b_to_a true; 274.last 태화강역 == 273.first). Sole pattern for the 태화강역-bound direction → main of group B."
827,General,BR_TAGO_USB192108273,태화강역 순환,67,10,True,태화강역,태화강역(종점),circular,C:태화강역 순환 (round-trip loop),,high,agent,True,True,= 275 outbound (태화강역→골드클래스) ⊕ 274 inbound (골드클래스→태화강역) concatenated into one round-trip loop,"67 stops, f10 (route's dominant pattern), is_loop=true; idx0/1=태화강역 origin platforms, idx33/34=골드클래스 turnaround platforms, ends 태화강역(종점). Its first 34 stops are identical to 275 (태화강역→골드클래스) and its last 33 stops identical to 274 (골드클래스→태화강역). seam_a_to_b with 275 (273.last 태화강역 == 275.first) and seam_b_to_a with 274 (274.last 태화강역 == 273.first); jaccard 0.846 vs each half. Full circular round-trip = sole pattern of its loop group."
837,General,BR_TAGO_USB193108373,태화강역방면,61,18,True,태화강역,태화강역(종점),circular,A:태화강역방면,,high,agent,True,True,full balloon loop; contains both the outbound leg (=374) and the inbound leg (=375),"is_loop=true balloon loop; 61 stops, f18 (operationally dominant). Path: 태화강역→이마트앞→...→성안입구→다운중학교→울산테크노파크→주공1단지→울주군국민체육센터→우미린1차아파트 (apex)→우미린2차 푸르지오2차→범서파출소→주공1단지→다운중학교→...→태화강역(종점). 주공1단지/다운중학교 served twice (shared trunk out & back) confirming a balloon loop. Seam to 374 at 태화강역 (373.last==374.first; jaccard 0.833) and to 375 at 태화강역 (375.last==373.first; jaccard 0.861). It is the 본선/main_route_id of group A but its structure is a loop, hence role=circular."
837,General,BR_TAGO_USB193108375,태화강역방면,31,3,False,우미린1차아파트,태화강역(종점),short_turn,A:태화강역방면,BR_TAGO_USB193108373,high,agent,True,True,"removes the outbound leg of the loop (태화강역, 이마트앞 ... 성안입구 ... 다운중학교, 주공1단지, 울주군국민체육센터→우미린1차아파트); keeps only the inbound leg 우미린1차아파트→우미린2차 푸르지오2차→범서파출소→...→태화강역(종점)","Inbound half only = last 31 stops of 373's loop, starting at the loop apex 우미린1차아파트. is_loop=false, f3. jaccard 0.861 with 373, seam_b_to_a at 태화강역 (375.last==373.first); evidence relationship 'b_short_turn_of_a'. reverse_pair with 374 forming the closed loop. Not a branch — it is the return leg of the circular main."
837,General,BR_TAGO_USB193108374,우미린1차 방면,31,3,False,태화강역,우미린1차아파트,short_turn,B:우미린1차방면,BR_TAGO_USB193108373,high,agent,True,True,"removes the inbound return leg of the loop (우미린2차 푸르지오2차, 범서파출소, 주공1단지, 다운동아 아파트, 다운중학교 ... 달동현대아파트앞, 목화예식장앞, 참바른병원 ... 태화강역); keeps only the outbound leg 태화강역→...→울주군국민체육센터→우미린1차아파트","Outbound half only = first 31 stops of 373's loop, ending at the loop apex 우미린1차아파트. is_loop=false, f3. jaccard 0.833 with 373, seam_a_to_b at 태화강역; evidence relationship 'b_short_turn_of_a'. reverse_pair with 375 (seam at 우미린1차아파트 and 태화강역). Not a branch — same destination corridor, just one leg of the loop."
847,General,BR_TAGO_USB196108475,울산공항방면,41,4,False,태화강역,울산공항정문,short_turn,울산공항방면,BR_TAGO_USB196108473,high,agent,True,True,removes the return/inbound leg of the loop (울산공항 turnaround → 화봉중학교앞→화봉시장→LG진로아파트→…→달동현대아파트앞→…→이마트앞→태화강역(종점)); runs only the outbound half 태화강역→울산공항정문 (41 stops),"f4; is_loop=false; first=태화강역, last=울산공항정문. Identical to the first 41 stops of loop 473 (seam_a_to_b 473→475 true; jaccard 0.905). reverse_pair with 474 (jaccard 0.81, divergent). Sole member of its directional group."
847,General,BR_TAGO_USB196108473,태화강역 순환,80,20,True,태화강역,태화강역(종점),circular,태화강역 순환,,high,agent,True,True,,"Full one-way loop 태화강역→울산공항정문→울산공항→화봉중학교앞→…→태화강역(종점); is_loop=true; 80 stops; f20 — the operational workhorse (5x each half-trip). Equals 475 (outbound, first 41 stops; seam 473→475 true, jaccard 0.905) + 474 (inbound back half; seam 474→473 true, jaccard 0.905) concatenated. THE 본선 of the route."
847,General,BR_TAGO_USB196108474,태화강역방면,40,4,False,울산공항정문,태화강역(종점),short_turn,태화강역방면,BR_TAGO_USB196108473,high,agent,True,True,removes the outbound leg of the loop (태화강역→이마트앞→…→화봉중학교앞→울산공항정문); runs only the return half 울산공항정문→울산공항→화봉중학교앞→…→태화강역(종점) (40 stops),"f4; is_loop=false; first=울산공항정문, last=태화강역. Equals the back half of loop 473 (seam_b_to_a 474→473 true; jaccard 0.905). reverse_pair with 475 (jaccard 0.81, seam both ways). Sole member of its directional group."
857,General,BR_TAGO_USB196108574,양우내안애 방면,74,2,False,덕하공영차고지(기점),양우내안애,main,A:양우내안애행,,high,agent,True,True,"One-way outbound leg of loop 573 (덕하공영차고지→양우내안애); no stops added/removed — it is the forward half of the round trip, not a truncation","덕하공영차고지(기점)→…→양우내안애; 74 stops, freq 2. Stop sequence is identical to the outbound half of circular 573 (positions 1-74). Reverse direction of 575 (reverse_pair=true, seam both ways, jaccard 0.905). Sole outbound directional pattern in the corridor → 본선 of its direction group. Automated pair signal labeled it 'short_turn of 573'; overridden — it is the one-way directional decomposition of the loop, full corridor coverage, not an early-turnback short-turn."
857,General,BR_TAGO_USB196108575,덕하차고지 방면,73,2,False,양우내안애,덕하공영차고지(종점),main,B:덕하차고지행,,high,agent,True,True,One-way inbound leg of loop 573 (양우내안애→덕하공영차고지); no stops added/removed — return half of the round trip,"양우내안애→…→덕하공영차고지(종점); 73 stops, freq 2. Stop sequence is identical to the inbound half of circular 573. Reverse direction of 574 (reverse_pair=true, jaccard 0.905). Direction-specific stops present (e.g. 사연, 상남, combined 백천마을.울산상업고등학교) consistent with normal 상행/하행 asymmetry. Sole inbound directional pattern → 본선 of its direction group."
857,General,BR_TAGO_USB196108573,덕하차고지 순환,146,10,True,덕하공영차고지(기점),덕하공영차고지(종점),circular,C:덕하차고지 순환,,high,agent,True,True,Full out-and-back round trip = outbound 574 + inbound 575 concatenated at 양우내안애 seam (no net add/drop vs the union of the two halves),"is_loop=true, first==last==덕하공영차고지(기점/종점); freq 10 (dominant of the three). 146-stop sequence EXACTLY equals outbound 574 (74 stops) + inbound 575 (73 stops) sharing the 양우내안애 turnaround. Path: 덕하공영차고지→공업탑→태화강→굴화→범서→울산역(KTX)→언양→양우내안애→reverse back→덕하공영차고지. jaccard 0.959 vs 574, 0.946 vs 575; seam matches both halves."
910,General,BR_TAGO_USB195109103,농수산물유통센터정문 방면,40,36,True,농수산물유통센터정문,농수산물유통센터정문,circular,A:농수산물유통센터정문 방면,,high,agent,True,True,full closed loop = outbound leg (농수산물→현대백화점정문 via 보람병원입구·고속버스터미널앞·롯데백화점후문) + inbound leg (현대백화점정문→농수산물 via 대현중학교·평창3차아파트),"is_loop=true, first==last==농수산물유통센터정문, 40 stops covering BOTH legs. Operationally dominant: f36 of 42 total route trips. 104 (21 stops) is byte-identical to its outbound leg (jaccard 0.875, seam_a_to_b true) and 105 (20 stops) is byte-identical to its inbound leg (jaccard 0.833, seam_b_to_a true). Trunk is retraced in reverse with a one-way terminal loop tip at 현대백화점정문."
910,General,BR_TAGO_USB195109105,농수산물유통센터정문 방면,20,4,False,현대백화점정문,농수산물유통센터정문,short_turn,A:농수산물유통센터정문 방면,BR_TAGO_USB195109103,high,agent,True,True,drops the entire outbound leg (농수산물유통센터정문→현대백화점정문 via 보람병원입구·고속버스터미널앞·롯데백화점후문); runs only the inbound return leg 현대백화점정문→농수산물유통센터정문 (exact stops 21–40 of loop 103),"f4. Stop sequence is identical to the return leg of loop 103: jaccard 0.833, seam_b_to_a true (105 last 농수산물유통센터정문 == 103 first). reverse_pair with 104 (the outbound half). Standalone single-direction trip, likely a depot pull-in / first-or-last trip."
910,General,BR_TAGO_USB195109104,현대백화점정문 방면,21,2,False,농수산물유통센터정문,현대백화점정문,main,B:현대백화점정문 방면,,high,agent,True,True,"runs the complete outbound direction 농수산물유통센터정문→현대백화점정문 (21 stops, byte-identical to stops 1–21 of loop 103, including 보람병원입구·고속버스터미널앞·롯데백화점후문); not truncated","Sole pattern of the 현대백화점정문-bound direction, so it is the 본선 of group B by necessity. Full outbound coverage (jaccard 0.875 vs loop 103). f2 only — minor, likely a depot pull-out / one-way trip. reverse_pair with 105. NOTE: it is also exactly the outbound half of loop 103, so it doubles as a half-loop standalone trip."
912,General,BR_TAGO_USB192109121,홈플러스앞 방면,27,20,False,골드클래스,홈플러스중구점,main,A:홈플러스앞(중구)행,,high,agent,True,True,,"f20 (tied-highest, 5x the detour). 27 stops: 골드클래스 -> 병영 -> 약사 -> 홈플러스중구점 then one-way 복산동/중구청 loop back to 홈플러스중구점. Is the base path that 123 is a detour of (pair 121-123 jaccard 0.839, relationship a_subset_detour_of_b, 121=subset). first 골드클래스 == 122's last (turnaround, pair 121-122 seam_b_to_a true)."
912,General,BR_TAGO_USB195109123,홈플러스앞 방면,32,4,False,골드클래스,홈플러스중구점,detour,A:홈플러스앞(중구)행,BR_TAGO_USB192109121,high,agent,True,True,"adds 남외/푸르지오 detour loop: 삼일아파트앞, 남외중학교앞, 푸르지오아파트, 푸르지오2차아파트, 삼일아파트 inserted between 병영시장 and 병영사거리; otherwise identical to 121 including the 복산성당·중구청 loop and 홈플러스중구점 terminus","f4 (low). 32 stops = 121's 27 + 5 남외/푸르지오 stops inserted mid-route. pair 121-123 jaccard 0.839, relationship a_subset_detour_of_b (121 is the subset/base). Same termini as 121 (골드클래스 -> 홈플러스중구점), so a detour not an extension/branch."
912,General,BR_TAGO_USB195109122,골드클래스 방면,17,20,False,홈플러스,골드클래스,main,B:골드클래스행,,high,agent,True,True,,"f20 (tied-highest). 17 stops, the simplest direct return 홈플러스(bare) -> 래미안/약사 -> 선우/병영 -> 외솔중 -> 골드클래스; no 남외/푸르지오 loop, no 복산/중구 loop. Reverse counterpart of 121 sharing the 골드클래스 turnaround (pair 121-122 seam_b_to_a true). 124 is its detour (pair 122-124 jaccard 0.696)."
912,General,BR_TAGO_USB195109124,골드클래스 방면,22,4,False,홈플러스,골드클래스,detour,B:골드클래스행,BR_TAGO_USB195109122,high,agent,True,True,"adds 남외/푸르지오 detour loop: 병영사거리, 삼일아파트앞, 남외중학교앞, 푸르지오아파트, 푸르지오2차아파트, 삼일아파트 inserted between 선우시장 and 병영시장; drops 두강팔레스 (served by base 122)","f4 (low). 22 stops vs 122's 17; same termini 홈플러스 -> 골드클래스. pair 122-124 jaccard 0.696, relationship divergent. Reverse counterpart of detour 123 (pair 123-124 seam_b_to_a true, shared 골드클래스 turnaround). Detour, not branch."
913,General,BR_TAGO_USB192109133,골드클래스 방면,33,14,True,골드클래스,골드클래스,circular,골드클래스 방면,BR_TAGO_USB192109133,high,auto,False,,,"single variant; freq=14, 33 stops; loop (first==last)"
916,General,BR_TAGO_USB195109164,현대백화점정문 방면,14,2,False,농수산물유통센터정문,현대백화점정문,short_turn,A:현대백화점정문 방면,BR_TAGO_USB195109163,high,agent,True,True,"runs only the outbound half of loop 163: 농수산물유통센터정문→롯데마트진장점→…→태화강역→울산도서관→현대문화아파트1차→시외버스터미널앞→롯데백화점후문→현대백화점정문; drops the entire return half (대현중학교, 평창3차아파트, 보람병원입구, 고속버스터미널앞 … 롯데마트진장점→농수산물유통센터정문)","14 stops, frequency=2, is_loop=false; first 농수산물유통센터정문, last 현대백화점정문 — sequence equals loop 163's first 14 stops exactly. seam_a_to_b=true with 163 (163 last 농수산물유통센터정문 == 164 first). jaccard 0.778 vs 163. reverse_pair with 165 (the two directional halves)."
916,General,BR_TAGO_USB195109165,농수산물유통센터정문 방면,16,2,False,현대백화점정문,농수산물유통센터정문,short_turn,B:농수산물유통센터정문 방면,BR_TAGO_USB195109163,high,agent,True,True,runs only the return half of loop 163: 현대백화점정문→대현중학교→평창3차아파트→보람병원입구→고속버스터미널앞→현대문화아파트1차→울산도서관→태화강역→…→롯데마트진장점→농수산물유통센터정문; drops the entire outbound half (롯데마트진장점→…→시외버스터미널앞→롯데백화점후문 into 현대백화점정문),"16 stops, frequency=2, is_loop=false; first 현대백화점정문, last 농수산물유통센터정문 — sequence equals loop 163's stops 14-29 exactly. seam_b_to_a=true with 163 (165 last 농수산물유통센터정문 == 163 first). jaccard 0.889 vs 163. reverse_pair=true with 164 (shares 농수산물–울산도서관 trunk in opposite direction)."
916,General,BR_TAGO_USB195109163,농수산물유통센터정문 순환,29,28,True,농수산물유통센터정문,농수산물유통센터정문,circular,C:농수산물유통센터정문 순환,,high,agent,True,True,,"is_loop=true; first==last==농수산물유통센터정문; 29 stops; frequency=28 (dominant workhorse). Full round trip = outbound half (==164, loop stops 1-14: …태화강역…시외버스터미널앞→롯데백화점후문→현대백화점정문) + return half (==165, loop stops 14-29: 현대백화점정문→대현중학교→평창3차아파트→보람병원입구→고속버스터미널앞→현대문화아파트1차…→농수산물유통센터정문). jaccard 0.889 vs 165, 0.778 vs 164."
920,General,BR_TAGO_USB193109203,한라훼미리아파트 방면,41,13,True,한라훼미리아파트,한라훼미리아파트,main,A:한라훼미리아파트 방면 (full loop),,high,agent,True,True,,"Full circuit, is_loop=true (first==last==한라훼미리아파트), 41 stops, frequency=13 — operationally dominant over 204 (f2) and 205 (f1). Exactly decomposes into outbound half (stops 1-20 = variant 205, 한라훼미리아파트→…→시외버스터미널앞→롯데백화점후문) + downtown turnaround (롯데백화점후문→현대백화점정문→보람병원입구→고속버스터미널앞→시외버스터미널/마더스병원) + inbound half (stops 21-41 = variant 204, 현대백화점정문→…→한라훼미리아파트). Both other variants are b_short_turn_of_a relative to it (jaccard 0.778 and 0.741). Canonical 본선: wins on both frequency and coverage."
920,General,BR_TAGO_USB193109204,한라훼미리아파트 방면,21,2,False,현대백화점정문,한라훼미리아파트,short_turn,A:한라훼미리아파트 방면 (full loop),BR_TAGO_USB193109203,high,agent,True,True,"removes the entire OUTBOUND leg of the loop (한라훼미리아파트→국신빌라→…→광로교→우방아파트앞→태화중학교→시외버스터미널앞→롯데백화점후문, loop stops 1-20); starts at 현대백화점정문 and runs ONLY the inbound return leg (현대백화점정문→보람병원입구→고속버스터미널앞→시외버스터미널/마더스병원→태화중학교→우방아파트앞→…→국신빌라→한라훼미리아파트)","21 stops, frequency=2. Exact SUFFIX of 203 (loop stops 21-41). pair(203,204): jaccard 0.778, seam_b_to_a=true (204 last 한라훼미리아파트 == 203 first 한라훼미리아파트), seam_a_to_b=false, relationship b_short_turn_of_a. Inbound-only partial working of the 203 circuit."
920,General,BR_TAGO_USB193109205,현대백화점정문 방면,20,1,False,한라훼미리아파트,롯데백화점후문,short_turn,B:현대백화점정문 방면 (outbound half),BR_TAGO_USB193109203,high,agent,True,True,"operates ONLY the OUTBOUND leg of the loop (한라훼미리아파트→국신빌라→…→번영로두산위브→롯데인벤스앞→광로교→우방아파트앞→태화중학교→시외버스터미널앞→롯데백화점후문, loop stops 1-20) and terminates at 롯데백화점후문; removes the downtown turnaround (현대백화점정문→보람병원입구→고속버스터미널앞→시외버스터미널/마더스병원) and the entire inbound return leg back to 한라훼미리아파트 (loop stops 21-41)","20 stops, frequency=1. Exact PREFIX of 203 (loop stops 1-20). pair(203,205): jaccard 0.741, seam_a_to_b=true (203 last 한라훼미리아파트 == 205 first 한라훼미리아파트), relationship b_short_turn_of_a. pair(204,205): jaccard 0.519, relationship divergent, reverse_pair=false — 204 and 205 are sequential halves of one loop direction (chained at 한라훼미리아파트), NOT reverse directions. Sole 현대백화점정문 방면 variant; note outbound-specific stops 루첸아파트 / 신정현대홈타운단지내 / 동서그린아파트앞 / 광로교 are distinct platform names from the inbound 동서오거리 / 신정현대홈타운106동 / 동서그린아파트."
921,General,BR_TAGO_USB193109213,법원 순환,52,24,True,법원,법원,circular,법원 순환,BR_TAGO_USB193109213,high,auto,False,,,"single variant; freq=24, 52 stops; loop (first==last)"
922,General,BR_TAGO_USB195109223,신정현대홈106,42,36,True,신정현대홈타운106동,신정현대홈타운106동,circular,신정현대홈106,BR_TAGO_USB195109223,high,auto,False,,,"single variant; freq=36, 42 stops; loop (first==last)"
923,General,BR_TAGO_USB193109233,선암호수공원 순환,42,76,True,선암호수노인복지관,선암호수노인복지관,circular,선암호수공원 순환,BR_TAGO_USB193109233,high,auto,False,,,"single variant; freq=76, 42 stops; loop (first==last)"
924,General,BR_TAGO_USB193109244,문수초등학교정문 방면,4,1,False,하나로마트,문수초등학교정문,branch,문수초등학교정문 방면,BR_TAGO_USB193109243,low,agent,True,True,"adds spur 하나로마트→문수데시앙1.2단지→울주군청정문→문수초등학교정문; shares ONLY 문수데시앙1.2단지 with the loop (note 하나로마트 != loop's 농협하나로마트, a different stop); drops the entire 홍이네국수 circular line.","f1 (single trip), only 4 stops, is_loop=false; first 하나로마트, last 문수초등학교정문; name_jaccard 0.029, seam_a_to_b=false, seam_b_to_a=false, reverse_pair=false, relationship=divergent. Genuinely different destination (문수초등학교/울주군청), so branch rather than a reverse direction; but the f1/4-stop fragment makes branch-vs-anomaly uncertain."
924,General,BR_TAGO_USB193109243,홍이네국수 순환,51,21,True,홍이네국수,홍이네국수,circular,홍이네국수 순환,,high,agent,True,True,,"is_loop=true with first==last==홍이네국수; f21 (operationally dominant); 51 stops covering the 문수데시앙·신복·굴화 corridor, running out to a 굴화주공 아파트앞 turnaround and back past 율리공영차고지종점; route_name explicitly 순환. jaccard 0.029 vs the only other variant, no seam either way, relationship=divergent — stands alone as the route's main circular line."
925,General,BR_TAGO_USB193109253,법원 순환,57,60,True,법원,법원,circular,법원 순환,BR_TAGO_USB193109253,high,auto,False,,,"single variant; freq=60, 57 stops; loop (first==last)"
926,General,BR_TAGO_USB193109263,선암동주민센터 방면,50,27,False,상개동,개운포역,main,선암동주민센터 방면,,high,agent,True,True,n/a — backbone pattern. Full 왕복 round trip: 상개동→개운포역→가압장입구→…→현대백화점정문(turnaround)→보람병원입구→…→명동마을→가압장입구→개운포역. Its two halves are 264 (outbound) and 265 (return).,"f27 — dominant by far (vs f3/f3 for the two partials). 50-stop full out-and-back round trip. Contains the complete outbound leg (==264, incl 광로교) and the complete return leg (==265, incl 명동마을). name_jaccard 0.806 w/264 and 0.839 w/265, both flagged b_short_turn_of_a (the halves are subsets of it). is_loop=false (start 상개동 / end 개운포역 — same SW terminal cluster, 2 stops apart), i.e. round-trip-encoded radial, not a 순환 loop. Most frequent AND most complete → backbone."
926,General,BR_TAGO_USB193109264,선암동주민센터 방면,25,3,False,상개동,현대백화점정문,short_turn,선암동주민센터 방면,BR_TAGO_USB193109263,high,agent,True,True,drops the entire RETURN leg (stops 26–50 of 263): 보람병원입구→고속버스터미널앞→시외버스터미널/마더스병원→태화중학교→…→명동마을→가압장입구→개운포역. Terminates at the downtown turnaround 현대백화점정문 instead of completing the loop back to 개운포역.,"f3. 25 stops == stops 1–25 of 263 exactly (outbound leg; uses 광로교, not 명동마을). last stop 현대백화점정문 == first stop of 265 → shared turnaround (seam_b_to_a=true on pair 265↔264). name_jaccard 0.806 w/263 (b_short_turn_of_a). Full one-way outbound 상개동→현대백화점정문, run only a few times — partial of round-trip 263."
926,General,BR_TAGO_USB193109265,현대백화점정문 방면,26,3,False,현대백화점정문,개운포역,short_turn,현대백화점정문 방면,BR_TAGO_USB193109263,high,agent,True,True,drops the entire OUTBOUND leg (stops 1–24 of 263): 상개동→개운포역→가압장입구→태광산업정문앞→…→시외버스터미널앞→롯데백화점후문. Starts at the downtown turnaround 현대백화점정문 and runs the return all the way to terminus 개운포역.,"f3. 26 stops == stops 25–50 of 263 exactly (return leg; uses 명동마을, not 광로교). first stop 현대백화점정문 == last stop of 264 → shared turnaround seam. name_jaccard 0.839 w/263 (b_short_turn_of_a); 0.645 w/264 (reverse halves, 'divergent'). Complete one-way return 현대백화점정문→개운포역; partial of round-trip 263, but the only pattern filed under this headsign direction."
927,General,BR_TAGO_USB193109273,현대백화점 순환,26,34,True,현대백화점정문,현대백화점정문,circular,현대백화점 순환,BR_TAGO_USB193109273,high,auto,False,,,"single variant; freq=34, 26 stops; loop (first==last)"
928,General,BR_TAGO_USB193109283,법원순환,41,26,True,법원,법원,circular,법원순환,BR_TAGO_USB193109283,high,auto,False,,,"single variant; freq=26, 41 stops; loop (first==last)"
929,General,BR_TAGO_USB193109293,남양그린빌 순환,42,12,True,남양그린빌,남양그린빌,circular,남양그린빌 순환,BR_TAGO_USB193109293,high,auto,False,,,"single variant; freq=12, 42 stops; loop (first==last)"
931,General,BR_TAGO_USB194109313,화암촛등공원 방면,56,33,True,화암촛등공원,화암촛등공원,circular,화암촛등공원 방면,BR_TAGO_USB194109313,high,auto,False,,,"single variant; freq=33, 56 stops; loop (first==last)"
932,General,BR_TAGO_USB194109323,동진성끝 방면,37,13,True,동진성끝,동진성끝,circular,동진성끝 방면,BR_TAGO_USB194109323,high,auto,False,,,"single variant; freq=13, 37 stops; loop (first==last)"
940,General,BR_TAGO_USB195109403,농소 순환,39,48,True,농소공영차고지,농소공영차고지,circular,A:농소 순환,,high,agent,True,True,,"Base 순환 loop: 39 stops, f48 = 73% of all 66 planned trips (operationally dominant). Loops 농소공영차고지 → 매곡 → directly to 매곡119안전센터 → 약수윗마을·오토밸리줌파크·중산중앙로교차로 → U스타시티 일동미라주 (turnaround) → back to 농소공영차고지. Lacks the 매곡산단 spur. relationship a_subset_detour_of_b vs both 404 and 405 (it is the subset); jaccard 0.786 vs each. is_loop=true."
940,General,BR_TAGO_USB195109404,농소 순환,45,10,True,농소공영차고지,농소공영차고지,detour,A:농소 순환,BR_TAGO_USB195109403,medium,agent,True,True,adds 매곡일반산업단지 spur on the OUTBOUND leg: 연지암입구·리한·일신정밀·평해사입구·자동차부품혁신센터·기백교 inserted between 매곡 and 매곡119안전센터 (no base stops removed),"45 stops, f10. = base 403 loop + 6-stop 매곡산단 spur run on the outbound leg (매곡→연지암입구→리한→일신정밀→평해사입구→자동차부품혁신센터→기백교→매곡119안전센터). jaccard 1.0 vs 405 (identical stop set), 0.786 vs 403; relationship to 403 = a_subset_detour_of_b (403 ⊂ 404). Reroutes between existing adjacent base points, adding industrial-estate coverage — detour per geometry, though strict-superset makes 연장 defensible."
940,General,BR_TAGO_USB195109405,농소 순환,45,8,True,농소공영차고지,농소공영차고지,detour,A:농소 순환,BR_TAGO_USB195109403,medium,agent,True,True,adds 매곡일반산업단지 spur on the INBOUND/return leg: 기백교·자동차부품혁신센터·평해사입구·일신정밀·리한·연지암입구 inserted after the U스타시티 turnaround between 매곡119안전센터 and 매곡 (no base stops removed),"45 stops, f8. Identical stop SET to 404 (jaccard 1.0) but the 매곡산단 spur is served on the inbound/return leg after the U스타시티 일동미라주 turnaround (매곡119안전센터→기백교→자동차부품혁신센터→평해사입구→일신정밀→리한→연지암입구→매곡). = base 403 + same spur, opposite leg/direction. 0.786 vs 403; relationship to 403 = a_subset_detour_of_b. Distinct pattern from 404, not a duplicate (different spur direction)."
941,General,BR_TAGO_USB195109413,농소 순환,51,52,True,북울산역(기점),북울산역(종점),circular,A:농소순환(loop),,high,agent,True,True,,"Full one-way loop: is_loop=true, 51 stops, frequency=52 trips (overwhelmingly dominant vs 2/2). Round trip 북울산역(기점)→북부소방서→...→우방아파트(apex)→황토방아파트→...→북부소방서→북울산역(종점). Route name itself = '941(농소 순환)'. The other two variants are exact sub-segments of this loop (jaccard 0.806 suffix / 8-stop prefix). Canonical 본선 of the single circulation direction."
941,General,BR_TAGO_USB195109414,북울산역 방면,25,2,False,우방아파트,북울산역(종점),short_turn,A:농소순환(loop),BR_TAGO_USB195109413,high,agent,True,True,drops the entire outbound half of the loop (북울산역→북부소방서→곡리마을→...→상안초등학교앞→가재골입구→천곡마을입구→대동아파트앞→황토방아파트→우방아파트 apex); runs only the return half 우방아파트→황토방아파트→대동아파트앞→천곡마을입구→가재골→상안초등학교→...→농소공영차고지→원지마을입구→지당마을→호반베르디움→곡리마을→북부소방서→북울산역. Exact tail segment of 413.,"name_jaccard 0.806 with 413; seam_b_to_a=true (414 ends at 북울산역(종점)=413's terminus); reverse_pair=false (same circulation direction, NOT a reverse leg). 25 stops form the exact suffix of 413's 51-stop loop beginning at the 우방아파트 apex. frequency=2 (low; likely depot-out/first-trip piece). relationship=b_short_turn_of_a."
941,General,BR_TAGO_USB195109415,농소차고지 방면,8,2,False,북울산역(기점),농소공영차고지,short_turn,A:농소순환(loop),BR_TAGO_USB195109413,high,agent,True,True,"runs only the outbound start of the loop 북울산역→북부소방서→곡리마을→호반베르디움→지당마을→유아교육진흥원→원지마을입구→농소공영차고지, terminating at the 농소공영차고지 depot; drops the remainder of the loop (차일마을 onward through the 우방아파트 apex and full return leg).",8 stops = exact prefix of 413's loop; seam_a_to_b=true (415 starts at 북울산역(기점)=413's origin). name_jaccard 0.258 only because it is a tiny 8-stop fragment. Terminates at 농소공영차고지 (depot) -> depot pull-out/in short-turn. frequency=2. relationship=b_short_turn_of_a; reverse_pair=false.
942,General,BR_TAGO_USB192109423,동산 방면,59,6,True,동산,동산,circular,A:동산순환(loop),,high,agent,True,True,,"freq 6 (dominant, 6x the others); clean base loop 동산→...→병영시장(turnaround '병영시장 병영시장')→...→동산, 59 stops. 424/425 are this exact loop +1 stop (창좌). Pair signals reverse_pair=true & both seams=true are loop artifacts (first=last=동산), not a real reverse direction."
942,General,BR_TAGO_USB192109424,동산 방면,60,1,True,동산,동산,detour,A:동산순환(loop),BR_TAGO_USB192109423,medium,agent,True,True,adds 창좌 on the OUTBOUND leg (inserted between 창좌입구 and 성혜마을),"freq 1; 60 stops = base loop 423 + 창좌 on out-leg. jaccard 0.969 vs 423, relationship a_subset_detour_of_b (423 ⊂ 424). Identical stop SET to 425 (jaccard 1.0) but 창좌 placed on opposite leg."
942,General,BR_TAGO_USB192109425,동산 방면,60,1,True,동산,동산,detour,A:동산순환(loop),BR_TAGO_USB192109423,medium,agent,True,True,adds 창좌 on the RETURN leg (inserted between 성혜마을 and 창좌입구),"freq 1; 60 stops = base loop 423 + 창좌 on return-leg. jaccard 0.969 vs 423, relationship a_subset_detour_of_b (423 ⊂ 425). Identical stop SET to 424 (jaccard 1.0, identical_set) but 창좌 on the outbound leg there vs return here."
943,General,BR_TAGO_USB195109431,대안입구 방면,32,12,False,메가마트,대안입구,main,A:대안입구 방면,,high,agent,True,True,"본선 backbone, 32 stops 메가마트→대안입구","Highest frequency in route (f12). Seam pair with reverse main 432 (seam_a_to_b & seam_b_to_a true, reverse_pair true, jaccard 0.909). Acts as subset-base for all other A-variants (relationship a_subset_detour_of_b vs 433/435/437). First=메가마트, last=대안입구."
